user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,session_last_30d,avg_time_on_app,session_conversion_rate,activity_trend_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,account_age_days,was_referred,loyalty_status,age,city,engagement_score,cluster,segment
R02438,0,17,0.0,0,2,2,3,495.56,19.06,26,35.96,15.59,1.181,0.192,0.346,0.269,4.0,32.25,0.5,0.667,2,3,5,3.33,521,0,Bronze,18,Cairo,3.1,2.0,Champions
R02439,0,9,0.0,0,2,2,3,313.45,18.44,17,25.106,14.32,1.171,0.353,0.118,0.412,1.0,17.0,0.0,0.667,4,3,2,3.0,544,0,Silver,34,Nairobi,3.15,0.0,At-Risk
R02440,0,7,0.0,0,3,4,6,257.83,16.11,16,38.597,14.299,1.062,0.25,0.5,0.188,3.0,764.333,0.0,0.6,4,5,1,3.33,453,0,Silver,32,Lagos,3.6,0.0,At-Risk
R02441,1,0,0.0,2,5,5,9,487.2,17.4,28,89.03999999999999,15.356,1.1,0.25,0.286,0.143,5.0,101.0,0.0,0.833,5,5,5,5.0,612,0,Bronze,26,Nairobi,5.0,2.0,Champions
R02442,0,13,0.0,0,1,4,7,295.1,18.44,16,10.96,14.641,1.181,0.438,0.25,0.25,9.0,66.333,0.222,0.2,3,2,2,2.33,156,0,Bronze,59,Nairobi,2.4,1.0,Dormant
R02443,0,8,0.0,0,3,4,8,466.11,20.27,23,76.024,17.5,1.109,0.348,0.174,0.435,6.0,219.167,0.167,0.6,4,5,5,4.67,349,0,Bronze,25,Cairo,4.6,2.0,Champions
R02444,0,15,0.0,0,5,6,10,516.25,19.86,26,89.935,15.908,1.135,0.308,0.385,0.423,2.0,545.5,1.0,0.714,3,5,5,4.33,465,0,Silver,18,Lagos,4.2,3.0,Loyal Riders
R02445,0,14,0.0,0,4,5,5,375.84,18.79,20,51.44,15.734,1.115,0.45,0.4,0.5,7.0,75.714,0.429,0.667,3,5,3,3.67,221,1,Gold,35,Cairo,3.7,3.0,Loyal Riders
R02446,0,13,0.0,0,1,1,1,321.59,17.87,18,18.61,14.587,1.172,0.278,0.111,0.333,7.0,70.571,0.286,0.5,3,2,2,2.33,498,1,Bronze,48,Nairobi,2.4,0.0,At-Risk
R02447,0,25,0.0,0,1,2,3,246.04,17.57,14,14.526,14.906,1.15,0.571,0.214,0.214,11.0,45.545,0.091,0.333,2,2,1,1.67,113,0,Bronze,29,Cairo,1.75,1.0,Dormant
R02448,0,4,0.0,1,2,3,3,317.51,17.64,18,68.356,14.995,1.106,0.167,0.333,0.389,6.0,42.5,0.167,0.5,5,3,2,3.33,183,1,Bronze,28,Cairo,3.55,0.0,At-Risk
R02449,0,4,0.0,1,2,4,4,371.32,20.63,18,32.33,15.145,1.183,0.278,0.278,0.278,7.0,68.0,0.143,0.4,5,3,3,3.67,75,1,Silver,34,Cairo,3.8,2.0,Champions
R02450,0,3,0.0,1,2,4,4,391.4,17.79,22,27.29,15.096,1.105,0.455,0.182,0.227,6.0,42.0,0.0,0.4,5,3,3,3.67,305,1,Bronze,39,Nairobi,3.8,0.0,At-Risk
R02451,0,4,0.0,1,2,5,7,658.42,22.7,29,34.69,18.12,1.179,0.172,0.517,0.172,5.0,50.6,0.0,0.333,5,3,5,4.33,257,0,Bronze,36,Lagos,4.3,2.0,Champions
R02452,1,87,0.0,0,0,0,1,495.91,22.54,22,0.0,17.609,1.182,0.227,0.182,0.182,3.0,66.333,0.0,0.0,1,1,5,2.33,118,1,Bronze,32,Cairo,2.0,1.0,Dormant
R02453,0,1,0.0,1,2,5,5,360.17,18.01,20,26.626,15.464,1.09,0.65,0.25,0.35,7.0,140.857,0.429,0.333,5,3,3,3.67,429,1,Platinum,30,Cairo,3.8,3.0,Loyal Riders
R02454,0,25,0.0,0,1,2,3,240.35,17.17,14,13.59,14.182,1.093,0.286,0.214,0.357,5.0,219.0,0.0,0.333,2,2,1,1.67,464,1,Bronze,28,Cairo,1.75,0.0,At-Risk
R02455,0,17,0.0,0,1,2,3,274.04,19.57,14,11.2,15.179,1.2,0.143,0.143,0.143,2.0,3.5,0.0,0.333,2,2,1,1.67,646,0,Bronze,26,Nairobi,1.75,1.0,Dormant
R02456,0,10,0.0,0,1,3,4,362.59,15.76,23,19.83,13.355,1.104,0.348,0.261,0.478,4.0,32.75,0.0,0.25,3,2,3,2.67,224,0,Bronze,47,Nairobi,2.65,0.0,At-Risk
R02457,0,36,0.0,0,0,1,3,255.34,15.96,16,0.0,14.229,1.062,0.438,0.125,0.312,5.0,20.2,0.4,0.0,1,1,1,1.0,622,1,Platinum,25,Cairo,1.0,1.0,Dormant
R02458,0,22,0.0,0,1,3,5,312.87,18.4,17,14.44,14.715,1.159,0.706,0.294,0.294,7.0,49.429,0.571,0.25,2,2,2,2.0,99,0,Gold,26,Cairo,2.0,3.0,Loyal Riders
R02459,1,20,0.0,0,6,6,7,365.73,24.38,15,117.379,17.325,1.34,0.267,0.467,0.267,4.0,468.0,0.0,0.857,2,5,3,3.33,61,1,Silver,25,Lagos,3.3,2.0,Champions
R02460,0,37,0.0,0,0,2,4,386.49,19.32,20,0.0,17.172,1.08,0.4,0.35,0.4,6.0,160.667,0.0,0.0,1,1,3,1.67,457,0,Bronze,39,Cairo,1.5,1.0,Dormant
R02461,0,44,0.0,0,0,2,2,339.47,17.87,19,0.0,14.511,1.132,0.368,0.368,0.368,5.0,95.4,0.0,0.0,1,1,2,1.33,431,1,Bronze,29,Nairobi,1.25,1.0,Dormant
R02462,1,66,0.0,0,0,0,2,163.48,14.86,11,0.0,13.817,1.0,0.455,0.182,0.182,5.0,64.6,0.4,0.0,1,1,1,1.0,276,1,Bronze,25,Nairobi,1.0,1.0,Dormant
R02463,0,13,0.0,0,2,3,5,343.88,20.23,17,111.212,16.408,1.135,0.353,0.353,0.176,5.0,15.4,0.6,0.5,3,3,2,2.67,725,0,Bronze,26,Lagos,2.75,3.0,Loyal Riders
R02464,1,6,0.0,1,2,4,5,499.1,22.69,22,37.2,17.454,1.214,0.273,0.318,0.364,3.0,26.333,0.0,0.4,4,3,5,4.0,130,1,Bronze,50,Nairobi,3.9,2.0,Champions
R02465,0,4,0.0,1,2,5,10,457.31,17.59,26,26.06,14.758,1.138,0.308,0.346,0.346,7.0,25.429,0.0,0.333,5,3,4,4.0,342,0,Silver,40,Cairo,4.05,2.0,Champions
R02466,0,16,0.0,0,1,2,3,173.72,13.36,13,8.209999999999999,12.595,1.046,0.385,0.231,0.308,5.0,365.6,0.0,0.333,3,2,1,2.0,89,1,Bronze,39,Nairobi,2.15,0.0,At-Risk
R02467,0,12,0.0,0,3,4,5,406.29,22.57,18,36.9,17.33,1.15,0.389,0.333,0.111,5.0,55.4,0.0,0.6,3,5,4,4.0,331,0,Bronze,43,Cairo,3.95,2.0,Champions
R02468,0,5,0.0,1,3,4,4,370.3,20.57,18,68.211,16.687,1.189,0.222,0.222,0.333,5.0,42.2,0.0,0.6,4,5,3,4.0,573,0,Silver,38,Nairobi,4.1,2.0,Champions
R02469,0,1,0.0,1,1,3,4,359.17,23.94,15,10.58,17.239,1.273,0.2,0.467,0.4,3.0,50.667,0.0,0.25,5,2,3,3.33,535,0,Bronze,40,Lagos,3.45,2.0,Champions
R02470,0,2,0.0,1,4,4,7,396.23,17.23,23,70.526,13.896,1.152,0.304,0.522,0.391,2.0,24.5,0.0,0.8,5,5,3,4.33,147,0,Bronze,33,Lagos,4.5,2.0,Champions
R02471,0,7,0.0,0,3,4,5,356.86,17.84,20,61.489,15.249,1.12,0.35,0.45,0.25,8.0,59.5,0.0,0.6,4,5,3,4.0,475,1,Bronze,23,Lagos,4.1,2.0,Champions
R02472,0,21,0.0,0,1,1,4,386.18,18.39,21,25.24,15.684,1.105,0.238,0.238,0.19,5.0,71.2,0.0,0.5,2,2,3,2.33,241,0,Bronze,31,Cairo,2.25,0.0,At-Risk
R02473,0,7,0.0,0,2,4,6,450.26,18.01,25,35.82,14.41,1.18,0.32,0.56,0.28,4.0,64.0,0.0,0.4,4,3,4,3.67,407,1,Bronze,29,Lagos,3.65,2.0,Champions
R02474,0,27,0.0,0,2,3,5,242.0,20.17,12,35.46,15.11,1.192,0.5,0.417,0.25,5.0,34.4,0.2,0.5,2,3,1,2.0,533,0,Bronze,45,Lagos,2.1,0.0,At-Risk
R02475,0,12,0.0,0,3,6,8,448.43,20.38,22,50.04,16.569,1.15,0.273,0.136,0.364,9.0,32.333,0.0,0.429,3,5,4,4.0,648,0,Silver,30,Cairo,3.95,2.0,Champions
R02476,0,2,0.0,1,1,3,7,536.98,20.65,26,6.94,16.168,1.188,0.269,0.154,0.462,3.0,74.667,0.0,0.25,5,2,5,4.0,350,1,Bronze,18,Nairobi,3.95,2.0,Champions
R02477,0,30,0.0,0,0,4,6,448.18,19.49,23,0.0,17.057,1.117,0.174,0.174,0.391,5.0,212.2,0.2,0.0,1,1,4,2.0,611,0,Bronze,49,Nairobi,1.75,1.0,Dormant
R02479,0,5,0.0,1,2,7,8,527.71,19.54,27,26.56,15.108,1.152,0.37,0.407,0.222,5.0,25.8,0.2,0.25,4,3,5,4.0,192,1,Bronze,34,Lagos,3.9,2.0,Champions
R02482,0,27,0.0,0,1,1,5,327.05,21.8,15,48.586,17.043,1.2,0.267,0.333,0.2,4.0,67.75,0.0,0.5,2,2,2,2.0,641,0,Bronze,43,Lagos,2.0,1.0,Dormant
R02483,0,11,0.0,0,1,3,7,357.25,15.53,23,32.624,13.377,1.109,0.304,0.217,0.304,7.0,302.714,0.0,0.25,3,2,3,2.67,374,0,Bronze,50,Cairo,2.65,0.0,At-Risk
R02484,1,3,0.0,1,1,3,4,284.82,17.8,16,18.612,15.933,1.075,0.312,0.188,0.188,7.0,39.571,0.143,0.25,5,2,1,2.67,245,0,Bronze,26,Cairo,2.95,0.0,At-Risk
R02485,0,0,0.0,1,1,1,4,313.15,18.42,17,34.63,14.848,1.182,0.294,0.235,0.118,5.0,63.4,0.2,0.5,5,2,2,3.0,729,1,Silver,28,Nairobi,3.2,0.0,At-Risk
R02486,0,0,0.0,1,2,3,4,449.68,20.44,22,36.768,16.803,1.127,0.5,0.136,0.318,7.0,34.429,0.0,0.5,5,3,4,4.0,438,0,Bronze,22,Cairo,4.05,2.0,Champions
R02487,0,30,0.0,0,0,5,6,293.57,19.57,15,0.0,16.002,1.153,0.467,0.133,0.267,7.0,28.286,0.143,0.0,1,1,2,1.33,109,0,Bronze,23,Nairobi,1.25,1.0,Dormant
R02489,0,5,0.0,1,2,3,4,342.26,18.01,19,20.23,15.539,1.147,0.368,0.579,0.316,3.0,65.333,0.0,0.5,4,3,2,3.0,427,1,Bronze,43,Lagos,3.15,0.0,At-Risk
R02490,0,20,0.0,0,2,5,7,551.05,20.41,27,30.84,15.751,1.152,0.222,0.259,0.296,4.0,20.25,0.0,0.333,2,3,5,3.33,686,0,Bronze,35,Cairo,3.1,2.0,Champions
R02492,0,10,0.0,0,4,7,8,274.33,19.6,14,62.581,14.955,1.279,0.143,0.571,0.357,6.0,411.333,0.333,0.5,3,5,1,3.0,397,0,Silver,35,Lagos,3.2,2.0,Champions
R02495,1,69,0.0,0,0,0,2,236.91,16.92,14,0.0,14.028,1.129,0.214,0.429,0.286,5.0,52.2,0.0,0.0,1,1,1,1.0,357,1,Bronze,18,Cairo,1.0,1.0,Dormant
R02496,0,11,0.0,0,4,6,6,375.61,16.33,23,67.03,14.459,1.083,0.217,0.261,0.217,8.0,52.75,0.0,0.571,3,5,3,3.67,262,1,Bronze,32,Cairo,3.7,0.0,At-Risk
R02497,0,6,0.0,1,1,3,4,442.98,22.15,20,8.57,17.12,1.175,0.4,0.35,0.2,7.0,37.0,0.0,0.25,4,2,4,3.33,197,0,Bronze,28,Nairobi,3.3,2.0,Champions
R02498,0,6,0.0,1,2,3,4,339.76,22.65,15,34.0,17.119,1.173,0.2,0.333,0.267,6.0,313.833,0.0,0.5,4,3,2,3.0,126,1,Bronze,35,Lagos,3.15,2.0,Champions
R02499,0,8,0.0,0,3,4,4,382.84,27.35,14,81.436,19.869,1.279,0.214,0.714,0.357,3.0,16.667,0.0,0.6,4,5,3,4.0,178,0,Bronze,29,Lagos,4.1,2.0,Champions
R02500,0,5,0.0,1,3,4,8,527.37,20.28,26,53.938,15.088,1.219,0.115,0.346,0.346,3.0,68.333,0.0,0.6,4,5,5,4.67,93,0,Bronze,38,Cairo,4.6,2.0,Champions
R02502,0,6,0.0,1,2,2,3,239.31,15.95,15,26.738,14.571,1.08,0.133,0.533,0.2,7.0,147.571,0.143,0.667,4,3,1,2.67,149,1,Bronze,25,Lagos,2.9,0.0,At-Risk
R02503,0,19,0.0,0,1,2,2,238.61,14.91,16,15.84,14.303,1.019,0.125,0.312,0.125,3.0,23.333,0.0,0.333,2,2,1,1.67,400,0,Bronze,32,Nairobi,1.75,0.0,At-Risk
R02504,0,11,0.0,0,2,3,6,479.66,20.85,23,43.27,16.459,1.165,0.609,0.348,0.261,5.0,25.0,0.2,0.5,3,3,5,3.67,413,0,Platinum,21,Cairo,3.5,3.0,Loyal Riders
R02505,0,39,0.0,0,0,4,4,585.88,20.92,28,0.0,16.82,1.175,0.286,0.5,0.393,8.0,77.0,0.125,0.0,1,1,5,2.33,329,0,Bronze,38,Lagos,2.0,1.0,Dormant
R02506,0,13,0.0,0,1,4,5,456.5,19.85,23,13.97,15.561,1.17,0.304,0.696,0.348,4.0,113.5,0.0,0.2,3,2,4,3.0,536,0,Bronze,29,Lagos,2.9,2.0,Champions
R02507,0,24,0.0,0,1,3,4,433.15,18.83,23,10.61,15.411,1.152,0.261,0.478,0.217,4.0,47.0,0.0,0.25,2,2,4,2.67,157,0,Bronze,24,Lagos,2.5,1.0,Dormant
R02508,0,16,0.0,0,2,6,8,433.41,20.64,21,26.700000000000003,16.28,1.171,0.286,0.19,0.333,6.0,48.833,0.0,0.286,3,3,4,3.33,650,0,Bronze,42,Nairobi,3.25,2.0,Champions
R02509,1,1,0.0,1,2,2,5,384.4,19.22,20,41.31,15.805,1.11,0.15,0.15,0.25,6.0,48.667,0.167,0.667,5,3,3,3.67,328,1,Bronze,30,Nairobi,3.8,0.0,At-Risk
R02510,0,0,0.0,2,5,8,10,316.0,16.63,19,121.503,14.015,1.116,0.526,0.421,0.368,4.0,174.0,0.0,0.556,5,5,2,4.0,126,0,Silver,39,Lagos,4.25,0.0,At-Risk
R02511,0,16,0.0,0,2,6,8,303.68,15.98,19,18.57,14.541,1.079,0.158,0.421,0.368,9.0,269.0,0.111,0.286,3,3,2,2.67,150,0,Silver,29,Cairo,2.75,0.0,At-Risk
R02512,0,11,0.0,0,2,3,4,327.57,18.2,18,42.902,15.932,1.1,0.556,0.667,0.222,7.0,125.714,0.429,0.5,3,3,2,2.67,657,1,Platinum,29,Lagos,2.75,3.0,Loyal Riders
R02513,0,9,0.0,0,2,4,6,389.24,18.54,21,25.86,15.21,1.11,0.238,0.095,0.333,7.0,491.143,0.429,0.4,4,3,3,3.33,672,0,Bronze,49,Nairobi,3.4,0.0,At-Risk
R02515,0,39,0.0,0,0,1,3,321.09,20.07,16,0.0,16.752,1.156,0.312,0.188,0.125,3.0,86.0,0.0,0.0,1,1,2,1.33,417,0,Bronze,35,Nairobi,1.25,1.0,Dormant
R02516,0,1,0.0,2,3,6,7,441.16,19.18,23,158.43,14.676,1.148,0.348,0.696,0.304,5.0,19.8,0.0,0.429,5,5,4,4.67,494,0,Bronze,43,Lagos,4.75,2.0,Champions
R02517,1,6,0.0,1,1,2,4,355.26,18.7,19,7.099,14.672,1.153,0.526,0.474,0.211,3.0,103.333,0.0,0.333,4,2,3,3.0,554,0,Gold,36,Cairo,3.05,0.0,At-Risk
R02518,0,15,0.0,0,1,1,3,209.57,16.12,13,12.9,13.738,1.162,0.077,0.077,0.538,6.0,40.5,0.0,0.5,3,2,1,2.0,390,0,Silver,38,Nairobi,2.15,0.0,At-Risk
R02519,0,1,0.0,2,3,3,4,324.76,19.1,17,72.434,15.716,1.141,0.294,0.118,0.294,3.0,642.667,0.0,0.75,5,5,2,4.0,619,1,Bronze,37,Nairobi,4.25,0.0,At-Risk
R02520,0,5,0.0,1,3,4,8,364.34,16.56,22,45.16,14.292,1.091,0.182,0.409,0.273,4.0,356.0,0.0,0.6,4,5,3,4.0,169,1,Bronze,34,Cairo,4.1,0.0,At-Risk
R02521,0,1,0.0,2,3,3,4,414.95,21.84,19,59.626000000000005,16.839,1.205,0.474,0.684,0.316,7.0,30.857,0.143,0.75,5,5,4,4.67,164,1,Bronze,38,Lagos,4.75,2.0,Champions
R02522,1,29,0.0,0,1,2,3,321.55,20.1,16,35.024,16.414,1.156,0.312,0.188,0.438,5.0,112.0,0.0,0.333,2,2,2,2.0,174,0,Bronze,24,Cairo,2.0,1.0,Dormant
R02523,0,34,0.0,0,0,1,3,408.42,17.76,23,0.0,14.089,1.157,0.174,0.13,0.217,4.0,23.5,0.25,0.0,1,1,4,2.0,89,1,Bronze,18,Cairo,1.75,1.0,Dormant
R02525,0,6,0.0,1,3,4,9,516.41,15.65,33,34.72,13.472,1.121,0.273,0.333,0.242,8.0,252.625,0.125,0.6,4,5,5,4.67,104,0,Silver,34,Nairobi,4.6,2.0,Champions
R02526,0,18,0.0,0,1,1,2,361.1,18.06,20,32.9,14.568,1.115,0.3,0.4,0.15,10.0,91.3,0.2,0.5,2,2,3,2.33,454,0,Bronze,49,Lagos,2.25,0.0,At-Risk
R02527,0,1,0.0,1,2,2,2,454.23,21.63,21,34.182,16.401,1.167,0.619,0.381,0.238,6.0,412.0,0.5,0.667,5,3,4,4.0,108,0,Gold,32,Cairo,4.05,3.0,Loyal Riders
R02529,0,63,0.0,0,0,0,3,449.95,21.43,21,0.0,16.572,1.143,0.286,0.095,0.381,3.0,87.0,0.0,0.0,1,1,4,2.0,552,0,Silver,40,Nairobi,1.75,1.0,Dormant
R02530,0,7,0.0,0,3,5,7,361.51,19.03,19,83.227,14.592,1.211,0.368,0.421,0.263,7.0,40.429,0.0,0.5,4,5,3,4.0,646,0,Bronze,37,Lagos,4.1,2.0,Champions
R02531,0,14,0.0,0,3,7,7,555.67,19.16,29,69.494,15.042,1.179,0.31,0.172,0.448,4.0,55.0,0.25,0.375,3,5,5,4.33,597,1,Bronze,32,Nairobi,4.2,2.0,Champions
R02532,0,9,0.0,0,3,4,7,416.72,16.67,25,42.77,14.486,1.088,0.44,0.36,0.28,5.0,43.0,0.2,0.6,4,5,4,4.33,179,0,Bronze,39,Lagos,4.35,2.0,Champions
R02533,0,25,0.0,0,2,7,7,729.26,26.04,28,29.6,19.456,1.211,0.321,0.536,0.143,6.0,48.0,0.167,0.25,2,3,5,3.33,290,0,Bronze,32,Lagos,3.1,2.0,Champions
R02534,0,37,0.0,0,0,1,3,332.25,19.54,17,0.0,15.239,1.224,0.294,0.529,0.235,5.0,109.0,0.0,0.0,1,1,2,1.33,312,0,Bronze,44,Lagos,1.25,1.0,Dormant
R02535,0,22,0.0,0,1,2,6,334.69,27.89,12,20.28,20.471,1.275,0.167,0.583,0.25,2.0,13.0,0.0,0.333,2,2,2,2.0,449,0,Bronze,30,Cairo,2.0,2.0,Champions
R02536,0,31,0.0,0,0,2,6,430.32,21.52,20,0.0,16.494,1.215,0.35,0.2,0.3,4.0,42.5,0.5,0.0,1,1,4,2.0,350,0,Silver,18,Cairo,1.75,1.0,Dormant
R02537,0,15,0.0,0,1,3,4,346.41,18.23,19,11.84,14.364,1.216,0.474,0.105,0.211,3.0,67.333,0.0,0.25,3,2,3,2.67,107,1,Bronze,50,Nairobi,2.65,1.0,Dormant
R02539,1,40,0.0,0,0,1,2,228.79,22.88,10,0.0,17.335,1.24,0.2,0.5,0.3,3.0,21.0,0.0,0.0,1,1,1,1.0,462,0,Bronze,26,Lagos,1.0,1.0,Dormant
R02540,0,6,0.0,1,1,3,5,256.86,17.12,15,16.2,13.977,1.127,0.467,0.333,0.2,6.0,17.333,0.0,0.25,4,2,1,2.33,507,0,Bronze,46,Nairobi,2.55,0.0,At-Risk
R02541,0,25,0.0,0,1,3,7,316.49,15.07,21,12.17,14.209,1.038,0.286,0.333,0.381,2.0,175.5,0.5,0.25,2,2,2,2.0,210,1,Bronze,37,Lagos,2.0,1.0,Dormant
R02542,0,8,0.0,0,2,4,6,374.35,18.72,20,22.98,15.6,1.115,0.25,0.25,0.3,5.0,23.0,0.2,0.4,4,3,3,3.33,405,0,Silver,53,Nairobi,3.4,0.0,At-Risk
R02543,1,22,0.0,0,1,3,4,270.02,19.29,14,32.06,15.717,1.157,0.214,0.357,0.571,7.0,96.429,0.0,0.25,2,2,1,1.67,719,0,Bronze,44,Cairo,1.75,1.0,Dormant
R02544,0,41,0.0,0,0,2,3,363.95,20.22,18,0.0,16.595,1.156,0.333,0.444,0.222,2.0,112.0,0.5,0.0,1,1,3,1.67,433,0,Bronze,33,Cairo,1.5,1.0,Dormant
R02545,0,16,0.0,0,1,5,7,587.29,25.53,23,37.375,17.698,1.265,0.739,0.696,0.304,3.0,27.0,0.333,0.167,3,2,5,3.33,704,0,Gold,37,Lagos,3.15,3.0,Loyal Riders
R02546,0,14,0.0,0,1,2,4,243.64,17.4,14,13.54,15.08,1.093,0.214,0.214,0.5,2.0,97.0,0.0,0.333,3,2,1,2.0,296,0,Silver,44,Cairo,2.15,0.0,At-Risk
R02547,0,14,0.0,0,2,5,9,542.38,21.7,25,53.675,16.206,1.26,0.24,0.6,0.48,2.0,78.5,0.0,0.333,3,3,5,3.67,414,1,Bronze,32,Lagos,3.5,2.0,Champions
R02548,0,24,0.0,0,1,2,4,239.94,17.14,14,11.73,13.859,1.157,0.214,0.429,0.357,2.0,67.5,0.5,0.333,2,2,1,1.67,407,0,Bronze,38,Lagos,1.75,1.0,Dormant
R02549,0,44,0.0,0,0,3,3,320.0,17.78,18,0.0,14.385,1.189,0.056,0.333,0.167,5.0,62.0,0.2,0.0,1,1,2,1.33,361,1,Bronze,18,Nairobi,1.25,1.0,Dormant
R02550,0,8,0.0,0,3,4,6,438.77,20.89,21,65.54400000000001,16.274,1.181,0.238,0.476,0.19,4.0,61.5,0.0,0.6,4,5,4,4.33,495,1,Silver,34,Lagos,4.35,2.0,Champions
R02551,0,0,0.0,1,2,2,4,432.82,19.67,22,39.852,15.808,1.127,0.273,0.182,0.273,7.0,311.857,0.0,0.667,5,3,4,4.0,382,0,Bronze,42,Nairobi,4.05,2.0,Champions
R02552,0,4,0.0,1,3,4,5,290.95,19.4,15,69.58500000000001,14.949,1.173,0.133,0.267,0.133,5.0,143.6,0.2,0.6,5,5,1,3.67,667,0,Bronze,27,Cairo,4.0,0.0,At-Risk
R02553,0,153,0.0,0,0,0,0,374.32,24.95,15,0.0,16.874,1.253,0.4,0.467,0.267,4.0,28.25,0.5,0.0,1,1,3,1.67,197,1,Gold,50,Lagos,1.5,1.0,Dormant
R02554,0,28,0.0,0,1,4,5,467.53,19.48,24,22.388,15.678,1.183,0.333,0.208,0.208,2.0,63.5,0.5,0.2,2,2,5,3.0,460,0,Silver,34,Nairobi,2.75,3.0,Loyal Riders
R02555,0,40,0.0,0,0,2,3,355.85,19.77,18,0.0,16.746,1.122,0.333,0.444,0.222,8.0,72.0,0.125,0.0,1,1,3,1.67,93,0,Bronze,37,Nairobi,1.5,1.0,Dormant
R02557,0,15,0.0,0,1,4,6,401.34,18.24,22,16.66,15.285,1.159,0.227,0.227,0.318,4.0,27.0,0.0,0.2,3,2,4,3.0,713,1,Silver,33,Cairo,2.9,1.0,Dormant
R02558,0,1,0.0,1,1,3,6,463.86,22.09,21,33.885999999999996,16.042,1.2,0.714,0.524,0.143,5.0,68.6,0.6,0.25,5,2,5,4.0,450,0,Platinum,28,Lagos,3.95,3.0,Loyal Riders
R02559,0,10,0.0,0,5,5,10,378.94,17.22,22,110.346,14.159,1.145,0.227,0.136,0.409,6.0,40.667,0.0,0.833,3,5,3,3.67,384,0,Silver,35,Cairo,3.7,0.0,At-Risk
R02560,0,14,0.0,0,2,4,4,323.76,19.04,17,38.44,16.777,1.106,0.176,0.353,0.412,2.0,31.0,0.0,0.4,3,3,2,2.67,693,1,Bronze,38,Nairobi,2.75,0.0,At-Risk
R02561,0,13,0.0,0,2,5,5,377.97,17.18,22,37.397000000000006,14.923,1.082,0.455,0.227,0.455,2.0,224.5,0.5,0.333,3,3,3,3.0,260,0,Platinum,27,Lagos,3.0,3.0,Loyal Riders
R02562,1,55,0.0,0,0,1,3,250.78,15.67,16,0.0,13.439,1.088,0.562,0.625,0.312,2.0,5.0,0.5,0.0,1,1,1,1.0,605,0,Platinum,42,Lagos,1.0,1.0,Dormant
R02563,0,15,0.0,0,2,4,5,408.0,17.0,24,19.83,13.8,1.146,0.375,0.167,0.375,6.0,110.833,0.0,0.4,3,3,4,3.33,492,1,Bronze,41,Cairo,3.25,0.0,At-Risk
R02564,0,33,0.0,0,0,2,4,390.25,16.97,23,0.0,14.549,1.113,0.217,0.478,0.261,7.0,94.571,0.0,0.0,1,1,3,1.67,271,1,Silver,27,Lagos,1.5,1.0,Dormant
R02566,0,4,0.0,1,1,4,5,453.84,22.69,20,16.45,16.798,1.175,0.35,0.35,0.4,5.0,58.2,0.2,0.2,5,2,4,3.67,354,1,Bronze,33,Cairo,3.7,2.0,Champions
R02567,0,5,0.0,1,3,6,6,384.52,16.72,23,31.53,15.137,1.074,0.087,0.174,0.261,7.0,78.143,0.0,0.429,4,5,3,4.0,443,0,Bronze,57,Cairo,4.1,0.0,At-Risk
R02569,1,5,0.0,1,1,2,6,584.74,27.84,21,84.08400000000002,18.03,1.371,0.286,0.429,0.524,3.0,93.667,0.333,0.333,4,2,5,3.67,359,0,Silver,51,Lagos,3.55,2.0,Champions
R02570,0,5,0.0,1,2,4,4,444.55,20.21,22,32.15,16.052,1.168,0.318,0.318,0.364,5.0,28.4,0.2,0.4,4,3,4,3.67,124,1,Silver,30,Nairobi,3.65,2.0,Champions
R02571,0,1,0.0,1,2,7,8,558.5,24.28,23,44.248,17.914,1.239,0.609,0.739,0.304,6.0,77.5,0.167,0.25,5,3,5,4.33,211,0,Bronze,36,Lagos,4.3,2.0,Champions
R02572,0,4,0.0,1,1,3,5,541.68,22.57,24,10.53,16.659,1.204,0.5,0.375,0.292,5.0,145.6,0.2,0.25,5,2,5,4.0,159,1,Bronze,42,Cairo,3.95,2.0,Champions
R02573,1,2,0.0,2,3,4,6,328.82,14.95,22,34.59,14.061,1.041,0.136,0.182,0.318,5.0,21.8,0.2,0.6,5,5,2,4.0,388,1,Silver,38,Nairobi,4.25,0.0,At-Risk
R02574,1,0,0.0,1,1,1,4,394.28,16.43,24,34.61,14.072,1.088,0.625,0.125,0.333,2.0,98.5,0.0,0.5,5,2,3,3.33,595,0,Platinum,36,Nairobi,3.45,0.0,At-Risk
R02575,0,14,0.0,0,3,4,4,358.8,17.09,21,36.73,14.1,1.138,0.238,0.19,0.286,8.0,29.375,0.25,0.6,3,5,3,3.67,60,0,Silver,30,Nairobi,3.7,0.0,At-Risk
R02576,1,6,0.0,1,3,5,6,338.91,19.94,17,36.4,16.574,1.112,0.471,0.353,0.294,6.0,16.667,0.167,0.5,4,5,2,3.67,173,1,Silver,44,Cairo,3.85,2.0,Champions
R02577,1,14,0.0,0,1,2,2,387.99,18.48,21,11.59,14.892,1.181,0.333,0.143,0.333,7.0,291.571,0.0,0.333,3,2,3,2.67,494,0,Bronze,34,Nairobi,2.65,0.0,At-Risk
