user_id,signup_date,loyalty_status,age,city,avg_rating_given,churned,was_referred
R01112,2024-10-03,Bronze,36,Cairo,5.0,0,1
R01113,2023-12-06,Silver,36,Lagos,4.6,0,1
R01114,2024-07-07,Silver,34,Lagos,4.0,1,0
R01115,2024-08-24,Bronze,48,Lagos,4.4,0,0
R01116,2024-11-02,Bronze,32,Cairo,4.7,0,0
R01117,2024-07-06,Bronze,36,Cairo,4.7,0,1
R01118,2023-11-27,Platinum,32,Cairo,5.0,0,0
R01119,2023-09-25,Silver,31,Cairo,3.9,0,0
R01120,2024-09-30,Bronze,18,Nairobi,4.3,0,1
R01121,2025-02-20,Gold,30,Lagos,4.2,0,0
R01122,2024-09-05,Bronze,26,Cairo,4.9,0,1
R01123,2025-01-12,Bronze,30,Nairobi,4.2,0,1
R01124,2023-08-15,Bronze,66,Nairobi,4.2,0,1
R01125,2024-03-20,Bronze,29,Cairo,4.3,0,0
R01126,2024-05-23,Bronze,35,Nairobi,4.6,0,0
R01127,2024-06-29,Bronze,18,Lagos,5.0,0,0
R01128,2024-03-22,Silver,42,Cairo,4.6,0,1
R01129,2023-06-17,Platinum,41,Lagos,4.0,0,1
R01130,2024-03-12,Bronze,33,Nairobi,4.5,0,0
R01131,2023-08-31,Bronze,31,Cairo,3.6,0,0
R01132,2023-07-24,Bronze,25,Cairo,5.0,0,0
R01133,2025-03-12,Silver,31,Cairo,4.0,0,1
R01134,2024-02-07,Gold,33,Nairobi,4.2,0,0
R01135,2023-08-09,Bronze,25,Nairobi,5.0,0,0
R01136,2024-06-25,Silver,46,Cairo,4.8,0,0
R01137,2024-07-17,Silver,30,Lagos,4.6,0,0
R01138,2024-08-14,Gold,18,Nairobi,4.2,0,0
R01139,2025-04-19,Silver,38,Lagos,4.2,0,0
R01140,2024-11-27,Bronze,51,Cairo,4.1,0,1
R01141,2024-02-17,Bronze,35,Cairo,4.7,0,0
R01142,2024-01-13,Silver,41,Nairobi,5.0,0,1
R01143,2024-07-27,Silver,34,Nairobi,4.6,0,0
R01144,2023-09-18,Bronze,29,Nairobi,4.6,0,0
R01145,2024-07-18,Bronze,42,Nairobi,5.0,1,0
R01146,2024-12-21,Silver,41,Lagos,4.8,0,0
R01147,2025-01-26,Bronze,18,Cairo,4.6,0,1
R01148,2023-11-18,Silver,18,Cairo,3.7,0,0
R01149,2024-06-17,Bronze,38,Lagos,4.7,0,0
R01150,2023-05-20,Bronze,58,Cairo,4.4,0,1
R01151,2023-08-22,Bronze,34,Nairobi,4.2,0,0
R01152,2024-06-10,Bronze,49,Nairobi,3.8,0,0
R01153,2023-07-15,Bronze,33,Nairobi,4.9,1,0
R01154,2025-03-27,Bronze,35,Nairobi,4.9,0,1
R01155,2023-12-23,Bronze,28,Lagos,3.4,0,0
R01156,2024-11-18,Silver,30,Nairobi,4.9,1,1
R01157,2025-02-19,Bronze,26,Cairo,5.0,0,0
R01158,2023-10-26,Bronze,24,Cairo,4.2,0,0
R01159,2024-09-14,Silver,35,Lagos,4.3,0,0
R01160,2024-07-29,Bronze,34,Cairo,4.5,0,0
R01161,2024-02-19,Silver,33,Nairobi,4.2,1,1
R01162,2024-02-28,Bronze,29,Lagos,4.9,0,1
R01163,2023-06-17,Bronze,33,Cairo,4.6,0,0
R01164,2023-05-03,Bronze,27,Lagos,4.6,0,1
R01165,2023-11-24,Platinum,20,Nairobi,5.0,0,1
R01166,2024-01-29,Silver,21,Cairo,4.4,0,1
R01167,2024-01-21,Gold,33,Nairobi,4.0,0,0
R01168,2023-10-31,Bronze,34,Cairo,4.6,0,1
R01169,2024-05-07,Gold,32,Cairo,3.7,0,1
R01170,2023-11-16,Silver,48,Cairo,4.9,0,0
R01171,2024-10-26,Bronze,23,Cairo,5.0,0,0
R01172,2023-11-15,Bronze,48,Nairobi,5.0,0,0
R01173,2024-03-21,Gold,40,Nairobi,4.7,0,1
R01174,2024-03-15,Silver,32,Lagos,4.8,0,0
R01175,2025-03-20,Bronze,40,Lagos,4.6,0,1
R01176,2025-03-05,Silver,38,Lagos,4.6,0,0
R01177,2024-11-05,Bronze,29,Nairobi,4.1,0,1
R01178,2024-12-07,Bronze,18,Nairobi,5.0,0,1
R01179,2024-07-10,Silver,31,Nairobi,5.0,0,1
R01180,2024-01-19,Bronze,23,Cairo,4.8,0,1
R01181,2023-05-18,Bronze,28,Lagos,5.0,0,0
R01182,2024-08-19,Bronze,31,Lagos,5.0,0,1
R01183,2024-06-29,Bronze,41,Nairobi,5.0,0,1
R01184,2025-04-24,Bronze,26,Cairo,4.5,0,0
R01185,2023-07-26,Gold,37,Cairo,5.0,0,0
R01186,2024-03-06,Bronze,42,Lagos,3.6,0,1
R01187,2024-08-13,Bronze,22,Lagos,5.0,0,0
R01188,2023-11-28,Silver,53,Lagos,3.9,0,0
R01189,2023-09-24,Platinum,52,Lagos,5.0,0,0
R01190,2024-01-27,Bronze,31,Cairo,4.7,0,0
R01191,2023-11-23,Bronze,29,Cairo,4.3,0,0
R01192,2024-06-17,Platinum,33,Nairobi,4.4,0,1
R01193,2024-01-03,Bronze,25,Cairo,4.1,1,0
R01194,2024-07-23,Platinum,46,Nairobi,5.0,1,0
R01195,2023-09-17,Silver,38,Nairobi,4.8,0,0
R01196,2023-10-30,Gold,49,Lagos,5.0,1,0
R01197,2024-10-20,Bronze,38,Cairo,4.7,0,0
R01198,2023-10-31,Bronze,21,Nairobi,4.7,1,1
R01199,2025-01-17,Silver,41,Lagos,4.6,0,1
R01200,2025-03-14,Bronze,30,Lagos,4.7,0,1
R01201,2023-05-31,Bronze,28,Nairobi,4.2,0,0
R01202,2023-12-25,Bronze,45,Cairo,4.1,0,0
R01203,2023-11-08,Bronze,38,Lagos,5.0,0,0
R01204,2023-05-30,Silver,36,Nairobi,4.1,0,0
R01205,2025-01-19,Gold,25,Lagos,4.3,0,0
R01206,2025-03-01,Gold,66,Cairo,4.7,0,0
R01207,2024-11-07,Bronze,28,Nairobi,4.8,0,0
R01208,2023-12-15,Bronze,29,Cairo,5.0,0,0
R01209,2025-04-07,Gold,42,Lagos,4.2,0,1
R01210,2024-01-13,Bronze,24,Cairo,4.1,0,0
R01211,2023-07-29,Bronze,26,Cairo,5.0,0,0
R01212,2023-06-11,Silver,32,Lagos,4.1,0,0
R01213,2023-08-17,Bronze,34,Cairo,4.2,0,1
R01214,2024-12-20,Bronze,40,Lagos,4.2,0,1
R01215,2024-02-26,Bronze,38,Lagos,3.7,0,0
R01216,2023-07-09,Platinum,23,Nairobi,5.0,0,0
R01217,2024-10-24,Silver,24,Nairobi,5.0,0,1
R01218,2024-12-29,Gold,28,Lagos,3.9,0,0
R01219,2025-04-25,Bronze,41,Lagos,4.8,1,0
R01220,2024-11-16,Bronze,32,Nairobi,5.0,0,0
R01221,2023-12-26,Bronze,40,Cairo,4.0,0,0
R01222,2023-07-03,Bronze,37,Nairobi,4.3,0,1
R01223,2024-12-02,Bronze,42,Lagos,4.9,0,0
R01224,2024-08-16,Silver,23,Cairo,4.3,0,0
R01225,2025-04-10,Bronze,40,Nairobi,4.2,0,1
R01226,2024-06-23,Silver,38,Cairo,4.6,0,1
R01227,2024-12-04,Bronze,30,Cairo,3.8,0,0
R01228,2023-10-12,Bronze,35,Cairo,4.4,0,0
R01229,2023-09-04,Silver,28,Nairobi,4.7,0,1
R01230,2025-03-29,Bronze,46,Nairobi,3.9,0,0
R01231,2024-08-29,Silver,28,Cairo,4.3,0,0
R01232,2023-07-15,Silver,35,Nairobi,5.0,0,0
R01233,2024-05-22,Bronze,29,Cairo,5.0,0,0
R01234,2024-11-11,Silver,37,Cairo,4.8,0,1
R01235,2024-11-22,Silver,18,Cairo,4.5,0,0
R01236,2023-08-14,Bronze,38,Nairobi,5.0,0,0
R01237,2024-06-25,Silver,48,Nairobi,4.5,0,0
R01238,2025-02-12,Bronze,33,Nairobi,4.3,0,0
R01239,2024-09-02,Bronze,44,Nairobi,4.4,0,1
R01240,2023-07-12,Platinum,39,Cairo,5.0,0,0
R01241,2024-06-17,Bronze,44,Nairobi,4.4,0,0
R01242,2024-05-07,Silver,42,Cairo,4.9,1,0
R01243,2025-01-14,Silver,42,Lagos,4.2,0,1
R01244,2023-09-19,Platinum,18,Cairo,4.2,0,0
R01245,2024-01-13,Bronze,41,Lagos,4.5,0,0
R01246,2023-10-14,Silver,19,Lagos,4.0,0,0
R01247,2023-08-22,Gold,54,Lagos,5.0,0,0
R01248,2024-07-27,Bronze,42,Lagos,4.4,0,0
R01249,2025-02-16,Bronze,35,Cairo,4.8,0,1
R01250,2024-11-21,Gold,42,Cairo,3.8,0,0
R01251,2024-09-17,Silver,30,Cairo,4.9,0,0
R01252,2024-09-30,Bronze,38,Lagos,4.8,0,0
R01253,2025-02-01,Bronze,29,Nairobi,4.0,0,0
R01254,2025-02-03,Gold,37,Cairo,3.7,0,0
R01255,2025-04-04,Gold,32,Cairo,4.3,0,1
R01256,2024-08-27,Bronze,33,Cairo,5.0,0,1
R01257,2023-12-29,Bronze,37,Lagos,4.3,0,1
R01258,2023-05-08,Bronze,34,Lagos,4.6,0,0
R01259,2024-02-12,Bronze,28,Nairobi,4.4,0,0
R01260,2025-01-25,Silver,40,Cairo,4.3,0,0
R01261,2024-12-04,Bronze,35,Nairobi,4.2,0,0
R01262,2023-11-01,Silver,26,Nairobi,5.0,0,0
R01263,2024-03-20,Bronze,41,Nairobi,4.0,0,0
R01264,2023-05-29,Bronze,35,Lagos,5.0,0,0
R01265,2025-03-20,Bronze,47,Cairo,3.5,0,0
R01266,2023-07-29,Bronze,36,Nairobi,4.3,0,0
R01267,2024-07-18,Gold,34,Cairo,3.9,0,0
R01268,2024-01-02,Bronze,32,Nairobi,4.9,0,1
R01269,2024-01-19,Silver,43,Lagos,4.8,0,0
R01270,2024-11-28,Bronze,26,Nairobi,4.2,0,0
R01271,2024-01-30,Bronze,34,Nairobi,5.0,0,0
R01272,2023-05-11,Bronze,27,Nairobi,4.7,0,0
R01273,2024-04-28,Bronze,47,Nairobi,4.1,0,0
R01274,2023-05-11,Bronze,42,Cairo,4.0,0,1
R01275,2024-07-24,Platinum,31,Nairobi,4.2,1,0
R01276,2024-03-22,Bronze,42,Nairobi,4.9,0,0
R01277,2024-05-12,Bronze,24,Cairo,4.9,0,0
R01278,2025-04-25,Silver,31,Nairobi,4.2,0,0
R01279,2023-10-13,Silver,30,Lagos,4.4,0,1
R01280,2023-06-27,Bronze,18,Cairo,5.0,0,1
R01281,2025-01-07,Silver,32,Cairo,4.8,0,0
R01282,2024-10-02,Bronze,23,Cairo,4.6,0,1
R01283,2024-09-22,Bronze,43,Lagos,4.8,0,1
R01284,2024-04-25,Gold,32,Cairo,4.6,0,0
R01285,2023-12-19,Bronze,32,Cairo,4.2,0,0
R01286,2023-07-25,Bronze,41,Lagos,4.5,0,1
R01287,2024-08-17,Bronze,34,Cairo,4.7,0,0
R01288,2024-09-08,Bronze,31,Lagos,4.6,1,1
R01289,2023-12-15,Silver,36,Lagos,4.0,1,0
R01290,2024-02-17,Bronze,30,Cairo,4.4,1,0
R01291,2024-02-21,Silver,37,Nairobi,5.0,0,1
R01292,2024-05-13,Bronze,24,Cairo,4.7,0,0
R01293,2024-02-19,Bronze,41,Lagos,4.9,0,0
R01294,2024-11-24,Bronze,42,Lagos,4.2,0,0
R01295,2024-05-03,Bronze,44,Nairobi,4.9,0,1
R01296,2023-05-27,Bronze,42,Lagos,5.0,0,0
R01297,2024-10-26,Silver,35,Lagos,5.0,0,0
R01298,2023-07-18,Bronze,30,Nairobi,3.8,0,0
R01299,2024-11-06,Silver,31,Lagos,4.3,0,1
R01300,2023-08-15,Gold,31,Cairo,4.5,0,0
R01301,2025-04-07,Bronze,30,Nairobi,4.8,0,0
R01302,2024-03-10,Bronze,20,Nairobi,4.3,0,0
R01303,2024-04-11,Bronze,39,Cairo,3.8,0,1
R01304,2023-08-30,Bronze,39,Lagos,4.8,0,1
R01305,2024-09-20,Bronze,56,Lagos,5.0,0,1
R01306,2023-07-14,Gold,32,Nairobi,4.5,0,0
R01307,2024-11-11,Bronze,20,Nairobi,4.8,0,0
R01308,2023-11-23,Platinum,27,Nairobi,3.9,1,0
R01309,2023-06-07,Bronze,31,Lagos,5.0,0,1
R01310,2024-03-05,Silver,25,Lagos,4.2,0,0
R01311,2024-09-10,Bronze,26,Lagos,4.1,1,0
R01312,2023-10-28,Bronze,45,Cairo,4.1,0,0
R01313,2024-05-31,Platinum,37,Lagos,4.6,0,1
R01314,2023-05-08,Silver,46,Nairobi,4.6,1,1
R01315,2023-08-06,Bronze,45,Lagos,4.6,0,0
R01316,2024-05-31,Silver,42,Cairo,4.7,0,0
R01317,2025-02-13,Bronze,46,Lagos,3.7,0,0
R01318,2024-06-27,Silver,43,Nairobi,4.0,0,1
R01319,2024-07-23,Bronze,33,Cairo,4.5,0,1
R01320,2023-07-04,Silver,18,Lagos,3.8,0,0
R01321,2024-06-22,Silver,18,Nairobi,4.6,0,1
R01322,2023-10-01,Bronze,39,Lagos,5.0,0,1
R01323,2023-11-03,Silver,40,Lagos,4.2,0,0
R01324,2025-01-01,Bronze,32,Nairobi,4.2,0,0
R01325,2025-03-24,Bronze,26,Cairo,4.3,0,1
R01326,2025-04-19,Bronze,19,Cairo,3.9,0,1
R01327,2024-08-20,Gold,34,Cairo,4.5,0,0
R01328,2023-10-30,Bronze,35,Cairo,4.9,0,0
R01329,2024-06-27,Bronze,35,Nairobi,4.7,0,1
R01330,2025-02-18,Bronze,35,Cairo,4.9,0,0
R01331,2024-05-16,Bronze,46,Cairo,4.2,0,0
R01332,2025-01-31,Bronze,42,Cairo,4.6,1,0
R01333,2023-05-13,Bronze,40,Cairo,5.0,1,0
R01334,2024-05-18,Bronze,30,Lagos,4.4,0,0
R01335,2025-01-05,Gold,21,Lagos,5.0,0,0
R01336,2024-09-09,Bronze,35,Lagos,5.0,1,1
R01337,2023-08-13,Bronze,26,Lagos,4.5,1,1
R01338,2025-03-09,Silver,26,Cairo,4.3,0,0
R01339,2023-07-09,Bronze,18,Cairo,4.9,0,1
R01340,2023-12-30,Bronze,35,Lagos,4.4,0,0
R01341,2025-02-08,Bronze,45,Lagos,4.5,1,1
R01342,2023-12-02,Bronze,24,Cairo,5.0,0,0
R01343,2023-11-02,Platinum,28,Cairo,4.2,0,0
R01344,2024-05-08,Silver,40,Lagos,4.2,0,0
R01345,2024-04-04,Bronze,26,Nairobi,4.0,0,0
R01346,2023-11-19,Bronze,36,Cairo,5.0,0,1
R01347,2023-07-13,Bronze,18,Nairobi,4.9,0,0
R01348,2024-06-20,Bronze,28,Lagos,4.4,1,0
R01349,2024-05-16,Bronze,35,Nairobi,4.0,0,0
R01350,2023-11-26,Bronze,35,Cairo,4.3,0,0
R01351,2023-12-13,Silver,26,Cairo,5.0,0,1
R01352,2024-05-12,Bronze,30,Cairo,4.3,1,1
R01353,2023-07-21,Silver,35,Lagos,4.6,0,0
R01354,2025-01-23,Gold,35,Nairobi,3.9,0,0
R01355,2024-10-18,Bronze,40,Nairobi,4.2,0,0
R01356,2024-03-02,Bronze,52,Lagos,3.9,0,0
R01357,2025-02-09,Bronze,35,Cairo,5.0,0,0
R01358,2023-08-21,Bronze,18,Cairo,4.7,1,0
R01359,2024-05-23,Silver,53,Nairobi,4.4,0,0
R01360,2025-02-20,Bronze,48,Nairobi,4.0,0,1
R01361,2023-12-01,Silver,36,Cairo,4.0,0,1
R01362,2024-08-05,Silver,27,Lagos,4.0,0,0
R01363,2025-02-24,Silver,39,Cairo,5.0,0,0
R01364,2024-09-22,Silver,33,Cairo,4.0,0,1
R01365,2024-03-28,Bronze,48,Cairo,4.3,0,1
R01366,2025-04-23,Silver,48,Lagos,4.5,0,1
R01367,2024-11-28,Gold,45,Lagos,4.6,0,0
R01368,2024-09-15,Bronze,49,Cairo,5.0,1,1
R01369,2024-03-12,Bronze,54,Nairobi,4.8,0,0
R01370,2024-08-06,Bronze,43,Nairobi,4.9,1,1
R01371,2024-03-13,Bronze,44,Cairo,4.2,0,0
R01372,2024-08-31,Bronze,33,Nairobi,4.9,0,0
R01373,2025-01-19,Bronze,33,Cairo,4.8,0,0
R01374,2023-08-30,Gold,35,Nairobi,4.9,0,0
R01375,2023-04-29,Silver,51,Lagos,4.5,1,0
R01376,2025-02-15,Gold,42,Lagos,4.2,0,0
R01377,2025-01-28,Bronze,47,Lagos,5.0,0,0
R01378,2023-06-01,Bronze,30,Nairobi,3.8,0,0
R01379,2023-09-24,Bronze,47,Nairobi,4.3,0,0
R01380,2025-04-21,Platinum,58,Nairobi,4.9,0,0
R01381,2024-09-20,Gold,42,Nairobi,4.4,0,0
R01382,2025-01-24,Bronze,47,Cairo,4.1,0,1
R01383,2025-02-13,Bronze,34,Nairobi,4.6,0,0
R01384,2025-01-20,Gold,25,Nairobi,5.0,0,0
R01385,2024-12-21,Bronze,33,Nairobi,4.1,0,0
R01386,2024-07-25,Bronze,41,Cairo,4.0,0,1
R01387,2024-04-30,Silver,27,Nairobi,4.0,0,1
R01388,2023-10-02,Bronze,45,Lagos,4.6,0,1
R01389,2024-05-03,Bronze,42,Nairobi,4.8,0,0
R01390,2025-04-24,Bronze,27,Nairobi,4.2,0,1
R01391,2023-10-02,Bronze,41,Cairo,4.1,0,0
R01392,2023-09-06,Bronze,45,Nairobi,5.0,0,0
R01393,2023-06-23,Bronze,55,Lagos,5.0,0,0
R01394,2023-06-25,Bronze,41,Cairo,4.3,0,0
R01395,2023-07-16,Bronze,35,Lagos,4.5,0,1
R01396,2024-09-30,Bronze,35,Nairobi,3.9,0,1
R01397,2023-09-25,Bronze,43,Lagos,4.0,0,0
R01398,2024-08-06,Bronze,36,Lagos,5.0,0,0
R01399,2024-10-25,Platinum,20,Nairobi,4.2,0,0
R01400,2023-12-31,Silver,28,Nairobi,3.6,0,0
R01401,2023-09-20,Bronze,20,Cairo,4.3,0,1
R01402,2025-02-06,Bronze,30,Lagos,4.2,0,1
R01403,2024-01-06,Bronze,42,Nairobi,4.7,0,0
R01404,2024-07-15,Bronze,54,Lagos,4.3,0,0
R01405,2024-04-26,Silver,30,Nairobi,4.5,0,0
R01406,2023-10-10,Bronze,37,Nairobi,3.7,0,1
R01407,2024-01-02,Silver,31,Lagos,5.0,0,0
R01408,2023-09-10,Bronze,26,Cairo,4.2,0,0
R01409,2023-06-19,Silver,27,Nairobi,4.3,0,0
R01410,2024-07-04,Bronze,46,Lagos,5.0,0,0
R01411,2024-02-20,Bronze,34,Nairobi,4.7,0,0
R01412,2024-05-23,Bronze,25,Cairo,4.6,0,0
R01413,2025-03-07,Silver,18,Lagos,4.8,0,0
R01414,2023-07-25,Platinum,31,Cairo,3.9,0,1
R01415,2024-08-20,Silver,53,Cairo,5.0,0,0
R01416,2023-05-04,Bronze,35,Nairobi,4.9,1,0
R01417,2024-09-15,Silver,22,Nairobi,5.0,0,0
R01418,2024-01-17,Silver,39,Nairobi,4.2,0,0
R01419,2024-07-03,Bronze,28,Lagos,4.9,0,0
R01420,2024-03-25,Bronze,25,Cairo,5.0,0,1
R01421,2023-08-04,Bronze,44,Nairobi,3.8,0,1
R01422,2025-03-30,Bronze,33,Nairobi,5.0,0,0
R01423,2024-04-15,Bronze,53,Cairo,4.3,0,0
R01424,2024-06-21,Bronze,34,Lagos,3.8,0,0
R01425,2024-03-23,Bronze,42,Cairo,4.2,0,0
R01426,2024-11-28,Silver,39,Cairo,4.2,0,0
R01427,2023-08-14,Silver,22,Lagos,4.0,0,0
R01428,2025-01-14,Silver,40,Lagos,4.8,1,1
R01429,2023-08-27,Silver,22,Nairobi,4.2,0,1
R01430,2024-04-11,Bronze,33,Nairobi,5.0,0,0
R01431,2024-09-26,Bronze,21,Cairo,4.2,0,1
R01432,2023-07-31,Platinum,18,Cairo,5.0,0,0
R01433,2024-12-22,Platinum,36,Cairo,4.6,0,1
R01434,2024-09-25,Bronze,38,Lagos,4.2,0,0
R01435,2023-08-14,Bronze,43,Cairo,4.9,1,1
R01436,2024-12-31,Silver,55,Cairo,4.0,0,0
R01437,2023-05-06,Bronze,43,Lagos,4.8,0,0
R01438,2024-06-02,Bronze,21,Cairo,3.6,0,0
R01439,2023-12-21,Silver,35,Nairobi,5.0,0,1
R01440,2024-05-01,Bronze,30,Lagos,5.0,0,0
R01441,2024-06-04,Bronze,31,Nairobi,4.8,0,0
R01442,2023-12-08,Bronze,31,Cairo,5.0,0,0
R01443,2023-08-29,Silver,48,Cairo,4.4,0,1
R01444,2023-08-29,Bronze,22,Lagos,4.7,0,0
R01445,2025-04-11,Bronze,35,Lagos,4.8,1,1
R01446,2023-10-28,Bronze,30,Lagos,4.3,0,0
R01447,2023-07-14,Bronze,20,Lagos,4.3,1,1
R01448,2024-04-08,Silver,48,Cairo,5.0,0,0
R01449,2024-04-18,Bronze,33,Lagos,4.2,0,0
R01450,2023-10-24,Silver,24,Lagos,4.5,0,0
R01451,2024-10-20,Bronze,18,Nairobi,3.9,0,1
R01452,2025-02-23,Bronze,46,Lagos,5.0,0,0
R01453,2024-11-08,Bronze,31,Nairobi,4.5,1,1
R01454,2023-05-02,Bronze,29,Cairo,4.2,0,0
R01455,2023-09-09,Silver,33,Lagos,4.1,0,1
R01456,2025-01-17,Silver,26,Cairo,3.1,0,0
R01457,2024-02-19,Bronze,38,Nairobi,3.8,0,1
R01458,2023-06-07,Silver,41,Nairobi,3.9,0,1
R01459,2024-03-06,Bronze,32,Nairobi,5.0,0,0
R01460,2024-10-26,Silver,52,Nairobi,4.6,1,1
R01461,2025-04-21,Bronze,20,Nairobi,3.9,0,1
R01462,2023-06-18,Bronze,31,Nairobi,4.6,1,0
R01463,2024-11-27,Silver,44,Lagos,4.3,0,0
R01464,2025-03-24,Bronze,33,Nairobi,4.1,1,0
R01465,2024-11-06,Silver,33,Nairobi,4.2,1,0
R01466,2024-01-05,Bronze,29,Lagos,5.0,0,0
R01467,2024-07-25,Silver,45,Lagos,4.2,0,0
R01468,2025-01-20,Bronze,33,Cairo,4.1,0,1
R01469,2024-10-27,Bronze,38,Nairobi,4.8,0,1
R01470,2024-05-19,Bronze,37,Lagos,4.9,0,1
R01471,2025-02-05,Silver,25,Lagos,3.7,0,0
R01472,2024-12-22,Gold,38,Cairo,4.9,0,0
R01473,2023-09-23,Bronze,58,Lagos,4.3,0,0
R01474,2024-03-28,Bronze,44,Lagos,5.0,0,0
R01475,2025-03-01,Bronze,51,Nairobi,4.6,0,0
R01476,2023-07-09,Bronze,29,Nairobi,3.5,0,0
R01477,2024-11-18,Bronze,42,Cairo,4.1,0,0
R01478,2024-11-13,Silver,34,Lagos,4.2,0,0
R01479,2023-12-19,Silver,35,Nairobi,5.0,0,0
R01480,2023-11-21,Silver,38,Cairo,4.6,0,0
R01481,2023-12-21,Bronze,44,Lagos,4.9,1,0
R01482,2025-01-24,Bronze,48,Nairobi,5.0,0,1
R01483,2025-03-03,Gold,35,Cairo,4.6,0,0
R01484,2024-05-23,Silver,44,Nairobi,4.1,0,0
R01485,2025-02-26,Silver,24,Nairobi,4.5,0,0
R01486,2024-12-13,Bronze,25,Cairo,3.5,0,0
R01487,2023-10-16,Gold,55,Nairobi,3.8,0,1
R01488,2023-07-03,Bronze,31,Nairobi,5.0,0,0
R01489,2024-01-23,Silver,23,Cairo,4.5,1,0
R01490,2025-01-18,Silver,33,Nairobi,5.0,0,0
R01491,2023-11-16,Bronze,31,Cairo,3.9,0,0
R01492,2024-01-24,Silver,32,Lagos,4.7,0,0
R01493,2024-09-11,Platinum,37,Cairo,4.4,0,0
R01494,2023-05-21,Bronze,55,Nairobi,4.6,0,0
R01495,2024-02-14,Gold,38,Lagos,4.0,0,0
R01496,2023-07-05,Bronze,37,Lagos,4.5,1,0
R01497,2024-07-21,Silver,40,Lagos,4.9,0,1
R01498,2023-12-16,Bronze,35,Cairo,4.7,0,0
R01499,2023-05-14,Bronze,40,Lagos,3.5,0,0
R01500,2023-09-15,Bronze,30,Nairobi,4.1,0,0
R01501,2025-04-21,Bronze,18,Nairobi,4.3,0,0
R01502,2023-09-07,Platinum,33,Cairo,5.0,0,0
R01503,2024-10-05,Bronze,34,Lagos,4.8,0,0
R01504,2025-02-25,Silver,19,Lagos,4.6,0,1
R01505,2024-12-18,Silver,32,Lagos,3.5,0,1
R01506,2024-09-09,Bronze,30,Nairobi,5.0,0,0
R01507,2024-12-06,Gold,22,Cairo,4.4,0,0
R01508,2023-08-19,Silver,20,Lagos,4.3,0,0
R01509,2023-11-04,Gold,46,Lagos,4.0,0,0
R01510,2024-11-28,Bronze,18,Nairobi,4.5,0,0
R01511,2024-03-16,Bronze,20,Nairobi,4.1,1,1
R01512,2025-04-09,Bronze,63,Lagos,5.0,0,0
R01513,2024-07-07,Bronze,33,Lagos,4.5,0,0
R01514,2024-11-01,Platinum,45,Cairo,4.0,0,0
R01515,2023-08-03,Gold,40,Lagos,4.2,0,0
R01516,2023-07-05,Gold,44,Lagos,4.7,0,1
R01517,2023-06-25,Silver,28,Nairobi,4.2,1,1
R01518,2024-06-16,Bronze,61,Cairo,4.0,0,1
R01519,2023-05-04,Bronze,42,Cairo,4.9,0,0
R01520,2025-01-08,Bronze,36,Lagos,3.8,1,1
R01521,2025-04-08,Gold,31,Nairobi,4.6,0,0
R01522,2023-11-20,Bronze,25,Lagos,5.0,0,0
R01523,2024-05-19,Bronze,20,Nairobi,4.4,0,0
R01524,2024-05-02,Silver,38,Nairobi,5.0,0,1
R01525,2025-01-26,Bronze,27,Nairobi,4.8,0,0
R01526,2023-10-19,Silver,52,Lagos,5.0,0,0
R01527,2024-02-18,Bronze,24,Nairobi,5.0,0,0
R01528,2023-12-29,Silver,39,Lagos,4.1,0,0
R01529,2024-08-30,Bronze,41,Cairo,5.0,0,1
R01530,2024-04-02,Silver,37,Lagos,4.5,0,0
R01531,2023-06-14,Gold,46,Cairo,4.4,0,0
R01532,2024-11-23,Bronze,24,Cairo,4.1,0,0
R01533,2023-10-08,Silver,60,Lagos,3.8,0,1
R01534,2024-03-11,Platinum,21,Lagos,5.0,0,1
R01535,2024-07-03,Bronze,18,Cairo,5.0,0,0
R01536,2024-08-24,Gold,38,Cairo,4.1,0,0
R01537,2023-10-10,Bronze,30,Cairo,5.0,0,0
R01538,2025-03-01,Silver,35,Nairobi,4.9,0,0
R01539,2023-12-23,Gold,47,Cairo,4.4,0,0
R01540,2025-01-04,Bronze,22,Nairobi,4.2,0,0
R01541,2024-12-17,Silver,40,Cairo,4.3,0,1
R01542,2024-11-12,Bronze,27,Nairobi,3.8,0,0
R01543,2025-01-30,Silver,59,Cairo,4.6,0,0
R01544,2024-03-27,Bronze,31,Cairo,3.6,0,0
R01545,2024-05-01,Bronze,43,Nairobi,3.9,0,1
R01546,2024-05-22,Gold,42,Cairo,4.8,0,1
R01547,2023-08-02,Silver,25,Cairo,4.5,1,0
R01548,2024-11-26,Platinum,36,Nairobi,4.2,0,1
R01549,2023-06-13,Bronze,38,Cairo,4.7,0,1
R01550,2025-03-13,Bronze,43,Cairo,4.9,0,0
R01551,2023-09-02,Bronze,37,Cairo,4.4,0,0
R01552,2024-06-26,Bronze,57,Cairo,4.4,1,1
R01553,2025-03-21,Bronze,44,Nairobi,5.0,0,0
R01554,2025-03-20,Bronze,18,Nairobi,4.3,0,0
R01555,2024-10-06,Gold,42,Nairobi,4.3,0,0
R01556,2024-02-03,Bronze,37,Nairobi,3.9,0,0
R01557,2023-10-17,Bronze,53,Cairo,4.6,0,0
R01558,2023-06-09,Bronze,19,Lagos,4.8,0,0
R01559,2025-01-24,Bronze,28,Cairo,4.0,0,0
R01560,2024-09-04,Bronze,41,Lagos,4.2,0,0
R01561,2024-03-11,Bronze,48,Nairobi,4.7,0,1
